9600,0.07
19200,0.08
28800,0.08
38400,0.0875
48000,0.09
57600,0.095
67200,0.0975
76800,0.1
86400,0.1
96000,0.0975
105600,0.0975
115200,0.1
124800,0.1
134400,0.1
144000,0.1
153600,0.1
163200,0.1
172800,0.1
182400,0.1
192000,0.1
201600,0.1
211200,0.1
220800,0.1
230400,0.1
240000,0.1
249600,0.1
259200,0.1
268800,0.1
278400,0.1025
288000,0.1025
297600,0.1025
307200,0.1025
316800,0.1
326400,0.1
336000,0.1
345600,0.1
355200,0.1
364800,0.1
374400,0.1
384000,0.1
393600,0.1
403200,0.1
412800,0.1
422400,0.1
432000,0.1
441600,0.1
451200,0.1
460800,0.1
470400,0.1
480000,0.1025
489600,0.1025
499200,0.1025
508800,0.1025
518400,0.1025
528000,0.1025
537600,0.1025
547200,0.105
556800,0.105
566400,0.105
576000,0.105
585600,0.105
595200,0.105
604800,0.1075
614400,0.1075
624000,0.1075
633600,0.1075
643200,0.1075
652800,0.1075
662400,0.1075
672000,0.1075
681600,0.1075
691200,0.1075
700800,0.1075
710400,0.1075
720000,0.1075
729600,0.1075
739200,0.1075
748800,0.1075
758400,0.1075
768000,0.1075
777600,0.1075
787200,0.1075
796800,0.1075
806400,0.1075
816000,0.1075
825600,0.1075
835200,0.1075
844800,0.1075
854400,0.105
864000,0.105
873600,0.105
883200,0.105
892800,0.105
902400,0.105
912000,0.105
921600,0.105
931200,0.105
940800,0.105
950400,0.105
960000,0.105
969600,0.105
979200,0.105
988800,0.105
998400,0.105
1008000,0.105
1017600,0.105
1027200,0.105
1036800,0.105
1046400,0.105
1056000,0.105
1065600,0.105
1075200,0.105
1084800,0.105
1094400,0.105
1104000,0.105
1113600,0.105
1123200,0.105
1132800,0.105
1142400,0.105
1152000,0.105
1161600,0.105
1171200,0.105
1180800,0.105
1190400,0.1025
1200000,0.1025
1209600,0.1025
1219200,0.1025
1228800,0.1025
1238400,0.105
1248000,0.105
1257600,0.105
1267200,0.105
1276800,0.105
1286400,0.105
1296000,0.105
1305600,0.105
1315200,0.105
1324800,0.105
1334400,0.105
1344000,0.105
1353600,0.105
1363200,0.105
1372800,0.105
1382400,0.105
1392000,0.105
1401600,0.105
1411200,0.105
1420800,0.105
1430400,0.105
